family,variant,preset,resolution,patch_size,depths,dims,hidden_dim,embedding_dim,epochs,batch_size,learning_rate,loss,optimizer,dropout,drop_path_rate,weight_decay,algorithm,jaccard,sf_jaccard,ET,accuracy,precision,recall,f1,N_pairs,tp,fp,fn,tn,scenarios,runs
VMamba-T,vmamba_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.001,weighted_bce,adamw,0.1,0.15,0.05,VMamba-T,0.4722222222222222,150.85074376240385,0.2088024585000099,0.8254697286012526,0.5964912280701754,0.6938775510204082,0.6415094339622641,2395,374,253,165,1603,20,20
VMamba-T,vmamba_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.0005,weighted_bce,adamw,0.1,0.15,0.05,VMamba-T,0.40970072239422084,137.78516126058193,0.19895664600000273,0.761169102296451,0.4800483675937122,0.7365491651205937,0.5812591508052708,2395,397,430,142,1426,20,20
VMamba-Mesh-T,vmamba_mesh_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.001,weighted_bce,adamw,0.1,0.15,0.05,VMamba-Mesh-T,0.4161378059836809,143.67118347122118,0.21941268750001086,0.731106471816284,0.44868035190615835,0.8515769944341373,0.587708066581306,2395,459,564,80,1292,20,20
VMamba-Mesh-T,vmamba_mesh_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.0005,weighted_bce,adamw,0.1,0.15,0.05,VMamba-Mesh-T,0.38161318300086733,130.36879029095718,0.20628602099999682,0.7022964509394573,0.4174573055028463,0.8163265306122449,0.5524168236032643,2395,440,614,99,1242,20,20
