config_id,strategy_key,strategy_label,model_family,balance_strategy,loss_name,negative_ratio,learning_rate,hidden_channels,dropout,threshold,optimizer,screening_epochs,full_validation_epochs,train_ratio,seed,stage,scenario,model_path,cached,training_wall_seconds,accuracy,jaccard,sf_jaccard,sf_accuracy,ET,N_pairs,tp,fp,fn,tn
weighted_bce_lr0p01_h16_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p4/graph_SOR4_D5_seed42.pkl,False,1.359563,0.2,0.2,500.144232,500.144232,0.075978,190,38,152,0,0
weighted_bce_lr0p01_h16_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p4/graph_SOR8_D5_seed42.pkl,False,2.617854,0.213793,0.213793,589.943679,589.943679,0.157642,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p4/graph_SOR16_D3_seed42.pkl,False,0.88074,0.215686,0.215686,593.084281,593.084281,0.055641,153,33,120,0,0
weighted_bce_lr0p01_h16_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p4/graph_SOR16_D5_seed42.pkl,False,1.775343,0.213793,0.213793,577.038818,577.038818,0.161168,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p5/graph_SOR2_D5_seed42.pkl,False,0.185024,0.711111,0.0,0.0,2007.743364,0.015938,45,0,0,13,32
weighted_bce_lr0p01_h16_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p5/graph_SOR4_D5_seed42.pkl,False,0.795155,0.2,0.2,718.274256,718.274256,0.052905,190,38,152,0,0
weighted_bce_lr0p01_h16_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p5/graph_SOR8_D5_seed42.pkl,False,1.955261,0.213793,0.213793,528.576776,528.576776,0.175944,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p5/graph_SOR16_D3_seed42.pkl,False,0.808523,0.215686,0.215686,511.756179,511.756179,0.064484,153,33,120,0,0
weighted_bce_lr0p01_h16_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p5/graph_SOR16_D5_seed42.pkl,False,2.392167,0.213793,0.213793,705.094531,705.094531,0.131897,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p6/graph_SOR2_D5_seed42.pkl,False,0.184018,0.711111,0.0,0.0,2279.689392,0.014037,45,0,0,13,32
weighted_bce_lr0p01_h16_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p6/graph_SOR4_D5_seed42.pkl,False,0.787109,0.8,0.0,0.0,2946.009968,0.051595,190,0,0,38,152
weighted_bce_lr0p01_h16_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p6/graph_SOR8_D5_seed42.pkl,False,1.777836,0.786207,0.0,0.0,2840.506978,0.120401,435,0,0,93,342
weighted_bce_lr0p01_h16_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p6/graph_SOR16_D3_seed42.pkl,False,0.676519,0.784314,0.0,0.0,2509.532721,0.047818,153,0,0,33,120
weighted_bce_lr0p01_h16_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p0_t0p6/graph_SOR16_D5_seed42.pkl,False,2.133481,0.786207,0.0,0.0,1527.690796,0.223867,435,0,0,93,342
weighted_bce_lr0p01_h16_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p4/graph_SOR2_D5_seed42.pkl,False,0.238903,0.288889,0.288889,663.84251,663.84251,0.019583,45,13,32,0,0
weighted_bce_lr0p01_h16_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p4/graph_SOR4_D5_seed42.pkl,False,1.025012,0.2,0.2,441.818297,441.818297,0.086008,190,38,152,0,0
weighted_bce_lr0p01_h16_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p4/graph_SOR8_D5_seed42.pkl,False,2.024596,0.213793,0.213793,647.978638,647.978638,0.143523,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p4/graph_SOR16_D3_seed42.pkl,False,0.59445,0.215686,0.215686,759.329118,759.329118,0.043459,153,33,120,0,0
weighted_bce_lr0p01_h16_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p4/graph_SOR16_D5_seed42.pkl,False,1.856197,0.213793,0.213793,728.8694,728.8694,0.127595,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p5/graph_SOR2_D5_seed42.pkl,False,0.254916,0.288889,0.288889,786.514305,786.514305,0.016529,45,13,32,0,0
weighted_bce_lr0p01_h16_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p5/graph_SOR4_D5_seed42.pkl,False,0.928941,0.2,0.2,577.994019,577.994019,0.065745,190,38,152,0,0
weighted_bce_lr0p01_h16_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p5/graph_SOR8_D5_seed42.pkl,False,2.471847,0.213793,0.213793,602.145222,602.145222,0.154448,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p5/graph_SOR16_D3_seed42.pkl,False,0.683865,0.215686,0.215686,713.352196,713.352196,0.04626,153,33,120,0,0
weighted_bce_lr0p01_h16_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p5/graph_SOR16_D5_seed42.pkl,False,1.844583,0.213793,0.213793,616.94407,616.94407,0.150743,435,93,342,0,0
weighted_bce_lr0p01_h16_d0p1_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.6,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p6/graph_SOR2_D5_seed42.pkl,False,0.185409,0.711111,0.0,0.0,2322.950519,0.013776,45,0,0,13,32
weighted_bce_lr0p01_h16_d0p1_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.6,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p6/graph_SOR4_D5_seed42.pkl,False,0.769358,0.8,0.0,0.0,2135.918919,0.071164,190,0,0,38,152
weighted_bce_lr0p01_h16_d0p1_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.6,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p6/graph_SOR8_D5_seed42.pkl,False,2.121753,0.786207,0.0,0.0,2199.669309,0.155478,435,0,0,93,342
weighted_bce_lr0p01_h16_d0p1_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.6,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p6/graph_SOR16_D3_seed42.pkl,False,0.871778,0.784314,0.0,0.0,1803.249248,0.066547,153,0,0,33,120
weighted_bce_lr0p01_h16_d0p1_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,16,0.1,0.6,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h16_d0p1_t0p6/graph_SOR16_D5_seed42.pkl,False,2.293395,0.786207,0.0,0.0,2603.253997,0.131374,435,0,0,93,342
weighted_bce_lr0p01_h32_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p4/graph_SOR2_D5_seed42.pkl,False,0.25124,0.288889,0.288889,858.79915,858.79915,0.015137,45,13,32,0,0
weighted_bce_lr0p01_h32_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p4/graph_SOR4_D5_seed42.pkl,False,0.770982,0.2,0.2,771.053687,771.053687,0.049283,190,38,152,0,0
weighted_bce_lr0p01_h32_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p4/graph_SOR8_D5_seed42.pkl,False,1.897905,0.213793,0.213793,689.935501,689.935501,0.134795,435,93,342,0,0
weighted_bce_lr0p01_h32_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p4/graph_SOR16_D3_seed42.pkl,False,0.72769,0.215686,0.215686,567.848178,567.848178,0.058114,153,33,120,0,0
weighted_bce_lr0p01_h32_d0p0_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p4/graph_SOR16_D5_seed42.pkl,False,2.579059,0.213793,0.213793,521.283524,521.283524,0.178406,435,93,342,0,0
weighted_bce_lr0p01_h32_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p5/graph_SOR2_D5_seed42.pkl,False,0.281515,0.288889,0.288889,770.107963,770.107963,0.016881,45,13,32,0,0
weighted_bce_lr0p01_h32_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p5/graph_SOR4_D5_seed42.pkl,False,0.92998,0.2,0.2,698.306377,698.306377,0.054417,190,38,152,0,0
weighted_bce_lr0p01_h32_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p5/graph_SOR8_D5_seed42.pkl,False,1.792307,0.213793,0.213793,703.560294,703.560294,0.132185,435,93,342,0,0
weighted_bce_lr0p01_h32_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p5/graph_SOR16_D3_seed42.pkl,False,0.667601,0.215686,0.215686,662.03576,662.03576,0.049846,153,33,120,0,0
weighted_bce_lr0p01_h32_d0p0_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.5,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p5/graph_SOR16_D5_seed42.pkl,False,2.083159,0.213793,0.213793,563.701135,563.701135,0.164981,435,93,342,0,0
weighted_bce_lr0p01_h32_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p6/graph_SOR2_D5_seed42.pkl,False,0.391913,0.711111,0.0,0.0,1911.565257,0.01674,45,0,0,13,32
weighted_bce_lr0p01_h32_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p6/graph_SOR4_D5_seed42.pkl,False,1.032446,0.8,0.0,0.0,1558.515468,0.097529,190,0,0,38,152
weighted_bce_lr0p01_h32_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p6/graph_SOR8_D5_seed42.pkl,False,2.250894,0.786207,0.0,0.0,2264.993167,0.150994,435,0,0,93,342
weighted_bce_lr0p01_h32_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p6/graph_SOR16_D3_seed42.pkl,False,0.662702,0.784314,0.0,0.0,2396.20202,0.050079,153,0,0,33,120
weighted_bce_lr0p01_h32_d0p0_t0p6,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.0,0.6,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p0_t0p6/graph_SOR16_D5_seed42.pkl,False,1.919616,0.786207,0.0,0.0,2559.412476,0.133624,435,0,0,93,342
weighted_bce_lr0p01_h32_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p4/graph_SOR2_D5_seed42.pkl,False,0.189556,0.288889,0.288889,960.156603,960.156603,0.013539,45,13,32,0,0
weighted_bce_lr0p01_h32_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p4/graph_SOR4_D5_seed42.pkl,False,0.96983,0.2,0.2,583.062787,583.062787,0.065173,190,38,152,0,0
weighted_bce_lr0p01_h32_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR8_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p4/graph_SOR8_D5_seed42.pkl,False,2.545627,0.213793,0.213793,331.109275,331.109275,0.280874,435,93,342,0,0
weighted_bce_lr0p01_h32_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D3_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p4/graph_SOR16_D3_seed42.pkl,False,0.816359,0.215686,0.215686,644.642992,644.642992,0.051191,153,33,120,0,0
weighted_bce_lr0p01_h32_d0p1_t0p4,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.4,adam,5,5,0.8,42,screening,graph_SOR16_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p4/graph_SOR16_D5_seed42.pkl,False,1.837726,0.213793,0.213793,751.753842,751.753842,0.123711,435,93,342,0,0
weighted_bce_lr0p01_h32_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR2_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p5/graph_SOR2_D5_seed42.pkl,False,0.190684,0.288889,0.288889,477.000766,477.000766,0.027254,45,13,32,0,0
weighted_bce_lr0p01_h32_d0p1_t0p5,weighted_bce,Weighted BCE,GNN GenAI Spec Protocol Weighted BCE,class_weighted_loss,bce_with_logits,1,0.01,32,0.1,0.5,adam,5,5,0.8,42,screening,graph_SOR4_D5_seed42,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/screening_models/weighted_bce_lr0p01_h32_d0p1_t0p5/graph_SOR4_D5_seed42.pkl,False,0.810805,0.2,0.2,549.739353,549.739353,0.069124,190,38,152,0,0
