run,model,algorithm,jaccard,sf_jaccard,ET,accuracy,precision,recall,f1,tp,fp,fn,tn,scenarios
cpu_best,VMamba-T,VMamba-T,0.4814814814814814,200.57719917439695,0.1582924790000675,0.8187891440501044,0.5748930099857347,0.7476808905380334,0.6499999999999999,403,298,136,1558,20
cpu_best,VMamba-Mesh-T,VMamba-Mesh-T,0.488268156424581,202.39371861089785,0.1678816875000279,0.808768267223382,0.5510718789407314,0.8107606679035251,0.6561561561561562,437,356,102,1500,20
mps_initial,VMamba-T,VMamba-T,0.4722222222222222,150.85074376240385,0.2088024585000099,0.8254697286012526,0.5964912280701754,0.6938775510204082,0.6415094339622641,374,253,165,1603,20
mps_initial,VMamba-Mesh-T,VMamba-Mesh-T,0.4161378059836809,143.67118347122118,0.2194126875000108,0.731106471816284,0.4486803519061583,0.8515769944341373,0.587708066581306,459,564,80,1292,20
mps_hardneg_batched,VMamba-T (hardneg-mps-spec),VMamba-T (hardneg-mps-spec),0.4361471861471861,319.4615746905024,0.1429777915000158,0.7824634655532359,0.5114213197969543,0.7476808905380334,0.6073850791258478,403,385,136,1471,20
mps_hardneg_batched,VMamba-Mesh-T (hardneg-mps-spec),VMamba-Mesh-T (hardneg-mps-spec),0.4446620959843291,434.6901478493436,0.0891256250000007,0.7632567849686848,0.485042735042735,0.8423005565862709,0.6155932203389831,454,482,85,1374,20
