scenario,algorithm,artifact_path,artifact_role,route_mode,route_source,inference_threshold,accuracy,jaccard,sf_jaccard,sf_accuracy,ET,median_execution_time,N_pairs,tp,fp,fn,tn,precision,recall,f1,runs,benchmark,family,variant,channel_contract,preset,resolution,patch_size,depths,dims,hidden_dim,embedding_dim,epochs,batch_size,learning_rate,loss,optimizer,dropout,drop_path_rate,weight_decay,threshold,candidate_pairs,elapsed_seconds,tp_per_second,pickle_path,metadata_path
graph_SOR4_D1_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR4_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.954545,0.666667,11813.533107,16914.831495,0.003725,0.003725,66,6,0,3,57,1.0,0.666667,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D1_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR4_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.954545,0.666667,12682.017565,18158.343332,0.003469,0.003469,66,6,0,3,57,1.0,0.666667,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D1_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR4_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.954545,0.666667,8607.409247,12324.245058,0.005112,0.005112,66,6,0,3,57,1.0,0.666667,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D1_seed42,GNN GenAI SPEC Protocol rank 5,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank5_weighted_bce_lr0p001_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank5_graph_SOR4_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.954545,0.666667,12226.042803,17505.470377,0.003599,0.003599,66,6,0,3,57,1.0,0.666667,0.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.724638,0.164835,3170.072671,13936.068266,0.014351,0.014351,276,15,64,12,185,0.189873,0.555556,0.283019,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.778986,0.186667,3956.179019,16509.675641,0.013023,0.013023,276,14,48,13,201,0.225806,0.518519,0.314607,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.902174,0.0,0.0,15888.630523,0.015672,0.015672,276,0,0,27,249,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN GenAI SPEC v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec/models/GNN_tpcds_genai_spec_graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.3,0.826087,0.2,3539.307682,14618.879556,0.015596,0.015596,276,12,33,15,216,0.266667,0.444444,0.333333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN GenAI SPEC Protocol rank 1,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank1_weighted_bce_lr0p005_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank1_graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.887681,0.03125,594.70967,16893.20223,0.014503,0.014503,276,1,5,26,244,0.166667,0.037037,0.060606,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.826087,0.2,3621.789754,14959.566373,0.015241,0.015241,276,12,33,15,216,0.266667,0.444444,0.333333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.826087,0.2,3559.075435,14700.528969,0.01551,0.01551,276,12,33,15,216,0.266667,0.444444,0.333333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.826087,0.2,3594.520273,14846.931562,0.015357,0.015357,276,12,33,15,216,0.266667,0.444444,0.333333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D2_seed42,GNN GenAI SPEC Protocol rank 5,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank5_weighted_bce_lr0p001_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank5_graph_SOR4_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.844203,0.156863,3139.705463,16897.246385,0.013789,0.013789,276,8,24,19,225,0.25,0.296296,0.271186,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.730159,0.170732,3380.631113,14457.755736,0.031817,0.031817,630,35,157,13,425,0.182292,0.729167,0.291667,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.787302,0.207101,4189.36388,15926.042535,0.031144,0.031144,630,35,121,13,461,0.224359,0.729167,0.343137,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.92381,0.0,0.0,17699.32793,0.032883,0.032883,630,0,0,48,582,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN GenAI SPEC v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec/models/GNN_tpcds_genai_spec_graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.3,0.852381,0.198276,3527.270211,15163.610489,0.035414,0.035414,630,23,68,25,514,0.252747,0.479167,0.330935,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN GenAI SPEC Protocol rank 1,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank1_weighted_bce_lr0p005_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank1_graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.873016,0.215686,3773.900529,15275.311664,0.036006,0.036006,630,22,54,26,528,0.289474,0.458333,0.354839,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.852381,0.198276,3265.897979,14039.980464,0.038248,0.038248,630,23,68,25,514,0.252747,0.479167,0.330935,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.852381,0.198276,3210.9434,13803.732662,0.038903,0.038903,630,23,68,25,514,0.252747,0.479167,0.330935,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.852381,0.198276,2942.316847,12648.916563,0.042454,0.042454,630,23,68,25,514,0.252747,0.479167,0.330935,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D3_seed42,GNN GenAI SPEC Protocol rank 5,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank5_weighted_bce_lr0p001_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank5_graph_SOR4_D3_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.88254,0.229167,3939.221208,15170.264878,0.036651,0.036651,630,22,48,26,534,0.314286,0.458333,0.372881,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.687057,0.115288,1992.998005,11877.212611,0.065251,0.065251,1128,46,317,36,729,0.126722,0.560976,0.206742,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.774823,0.150502,3360.486285,17300.678466,0.050518,0.050518,1128,45,217,37,829,0.171756,0.54878,0.261628,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.927305,0.0,0.0,16478.712326,0.063476,0.063476,1128,0,0,82,1046,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN GenAI SPEC v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec/models/GNN_tpcds_genai_spec_graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.3,0.807624,0.181132,3252.410691,14501.7126,0.06282,0.06282,1128,48,183,34,863,0.207792,0.585366,0.306709,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN GenAI SPEC Protocol rank 1,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank1_weighted_bce_lr0p005_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank1_graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.927305,0.0,0.0,16726.454679,0.062536,0.062536,1128,0,0,82,1046,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.807624,0.181132,3238.00198,14437.467641,0.0631,0.0631,1128,48,183,34,863,0.207792,0.585366,0.306709,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.807624,0.181132,2883.45562,12856.631179,0.070858,0.070858,1128,48,183,34,863,0.207792,0.585366,0.306709,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.807624,0.181132,2867.111295,12783.755784,0.071262,0.071262,1128,48,183,34,863,0.207792,0.585366,0.306709,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D4_seed42,GNN GenAI SPEC Protocol rank 5,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank5_weighted_bce_lr0p001_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank5_graph_SOR4_D4_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.81117,0.148,2035.498541,11156.32287,0.082016,0.082016,1128,37,168,45,878,0.180488,0.45122,0.25784,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.677966,0.13242,1653.349136,8464.838359,0.141763,0.141763,1770,87,536,34,1113,0.139647,0.719008,0.233871,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.771751,0.172131,2696.363675,12089.168662,0.112994,0.112994,1770,84,367,37,1282,0.186253,0.694215,0.293706,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.931638,0.0,0.0,16388.500525,0.100619,0.100619,1770,0,0,121,1649,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN GenAI SPEC v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec/models/GNN_tpcds_genai_spec_graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.3,0.861017,0.206452,3542.494276,14774.152503,0.103153,0.103153,1770,64,189,57,1460,0.252964,0.528926,0.342246,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN GenAI SPEC Protocol rank 1,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank1_weighted_bce_lr0p005_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank1_graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.861017,0.206452,2983.761082,12443.927309,0.122469,0.122469,1770,64,189,57,1460,0.252964,0.528926,0.342246,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.861017,0.206452,3083.667522,12860.592198,0.118502,0.118502,1770,64,189,57,1460,0.252964,0.528926,0.342246,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.861017,0.206452,3740.046331,15598.053395,0.097704,0.097704,1770,64,189,57,1460,0.252964,0.528926,0.342246,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.861017,0.206452,4296.683837,17919.538416,0.085047,0.085047,1770,64,189,57,1460,0.252964,0.528926,0.342246,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR4_D5_seed42,GNN GenAI SPEC Protocol rank 5,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank5_weighted_bce_lr0p001_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank5_graph_SOR4_D5_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.861017,0.206452,3929.609209,16388.635015,0.092991,0.092991,1770,64,189,57,1460,0.252964,0.528926,0.342246,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.728571,0.219178,3460.235137,11502.192336,0.013302,0.013302,210,16,50,7,137,0.242424,0.695652,0.359551,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.795238,0.271186,4765.253796,13973.823109,0.011951,0.011951,210,16,36,7,151,0.307692,0.695652,0.426667,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.880952,0.342105,5361.959761,13807.537407,0.013398,0.013398,210,13,15,10,172,0.464286,0.565217,0.509804,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN GenAI SPEC v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec/models/GNN_tpcds_genai_spec_graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.3,0.880952,0.342105,6035.281513,15541.402578,0.011904,0.011904,210,13,15,10,172,0.464286,0.565217,0.509804,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN GenAI SPEC Protocol rank 1,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank1_weighted_bce_lr0p005_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank1_graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.880952,0.342105,5904.567865,15204.802962,0.012167,0.012167,210,13,15,10,172,0.464286,0.565217,0.509804,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.880952,0.342105,5924.816916,15256.946124,0.012126,0.012126,210,13,15,10,172,0.464286,0.565217,0.509804,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.880952,0.342105,5673.00486,14608.507021,0.012664,0.012664,210,13,15,10,172,0.464286,0.565217,0.509804,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.880952,0.342105,5084.621744,13093.366615,0.014129,0.014129,210,13,15,10,172,0.464286,0.565217,0.509804,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D1_seed42,GNN GenAI SPEC Protocol rank 5,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank5_weighted_bce_lr0p001_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank5_graph_SOR8_D1_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.904762,0.2,3465.441892,15676.999035,0.01212,0.01212,210,5,2,18,185,0.714286,0.217391,0.333333,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,VF2,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.704994,0.138983,2231.569091,11319.677042,0.053623,0.053623,861,41,231,23,566,0.150735,0.640625,0.244048,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,Node Match,,deterministic_baseline,not_applicable,deterministic_algorithm,0.0,0.753775,0.162055,2262.803423,10525.071064,0.061662,0.061662,861,41,189,23,608,0.178261,0.640625,0.278912,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,GNN TPC-DS v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/core/algorithms/pickle/gin_gnn/modelos_gnn_separados/graph_SOR8_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.925668,0.0,0.0,8725.129029,0.091345,0.091345,861,0,0,64,797,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,GNN GenAI SPEC v1 cluster,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec/models/GNN_tpcds_genai_spec_graph_SOR8_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.3,0.826945,0.185792,868.108846,3863.876143,0.184271,0.184271,861,34,119,30,678,0.222222,0.53125,0.313364,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,GNN GenAI SPEC Protocol rank 1,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank1_weighted_bce_lr0p005_h16_d0p1_t0p5/GNN_tpcds_genai_spec_protocol_rank1_graph_SOR8_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.5,0.907085,0.139785,795.744664,5163.70251,0.151248,0.151248,861,13,29,51,768,0.309524,0.203125,0.245283,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,GNN GenAI SPEC Protocol rank 2,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank2_weighted_bce_lr0p001_h16_d0p0_t0p4/GNN_tpcds_genai_spec_protocol_rank2_graph_SOR8_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.826945,0.185792,1075.280773,4785.980176,0.148768,0.148768,861,34,119,30,678,0.222222,0.53125,0.313364,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,GNN GenAI SPEC Protocol rank 3,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank3_weighted_bce_lr0p005_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank3_graph_SOR8_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.826945,0.185792,933.560088,4155.193865,0.171352,0.171352,861,34,119,30,678,0.222222,0.53125,0.313364,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
graph_SOR8_D2_seed42,GNN GenAI SPEC Protocol rank 4,/Users/cayofel/Documents/GitHub/isomera_v2/main/data/architectures/tpc_ds_genai_spec_protocol/models/rank4_weighted_bce_lr0p001_h16_d0p1_t0p4/GNN_tpcds_genai_spec_protocol_rank4_graph_SOR8_D2_seed42.pkl,scenario_specific_pickle,scenario_specific,explicit scenario pickle map,0.4,0.826945,0.185792,837.30503,3726.771067,0.19105,0.19105,861,34,119,30,678,0.222222,0.53125,0.313364,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
