family,variant,preset,resolution,patch_size,depths,dims,hidden_dim,embedding_dim,epochs,batch_size,learning_rate,loss,optimizer,dropout,drop_path_rate,weight_decay,algorithm,jaccard,sf_jaccard,ET,accuracy,precision,recall,f1,N_pairs,tp,fp,fn,tn,scenarios,runs
VMamba-T,vmamba_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.001,weighted_bce,adamw,0.1,0.15,0.05,VMamba-T,0.3702022286421791,185.28252367955287,0.1257410000000192,0.4651356993736952,0.6277116864940517,0.47435219460602857,0.5403614457831326,2395,897,532,994,217,20,20
VMamba-T,vmamba_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.0005,weighted_bce,adamw,0.1,0.15,0.05,VMamba-T,0.3655913978494624,179.93425954271365,0.13452102049994608,0.4659707724425887,0.5006902899217671,0.5753569539925966,0.5354330708661417,2395,1088,1085,803,28,20,20
VMamba-Mesh-T,vmamba_mesh_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.001,weighted_bce,adamw,0.1,0.15,0.05,VMamba-Mesh-T,0.3654080389768575,171.46883347173898,0.1530112499999774,0.45469728601252607,0.6114130434782609,0.47593865679534636,0.535236396074933,2395,900,572,991,189,20,20
VMamba-Mesh-T,vmamba_mesh_t,article_cpu,16,2,2-2-8-2,16-32-64-128,128,128,10,16,0.0005,weighted_bce,adamw,0.1,0.15,0.05,VMamba-Mesh-T,0.36608557844690964,171.46344899451992,0.1391909795000288,0.4542797494780793,0.5934489402697495,0.48863035430988894,0.5359628770301624,2395,924,633,967,164,20,20
