family,variant,preset,resolution,patch_size,depths,dims,hidden_dim,embedding_dim,epochs,batch_size,learning_rate,loss,optimizer,dropout,drop_path_rate,weight_decay,hard_negative_mining,hard_negative_strategy,hard_negative_manifest_id,experiment_tag,algorithm,jaccard,sf_jaccard,ET,accuracy,precision,recall,f1,N_pairs,tp,fp,fn,tn,scenarios,runs
VMamba-Mesh-T (llmhardneg-smoke),vmamba_mesh_t,tiny,16,2,1-1-2-1,32-64-128-256,128,128,1,4,0.001,weighted_bce,adamw,0.1,0.05,0.05,True,structural_plus_llm_manifest,llm_hard_negatives_article_iv_20260604,llmhardneg-smoke,VMamba-Mesh-T (llmhardneg-smoke),0.3333333333333333,207.13402731518093,0.009655583999999884,0.3333333333333333,0.3333333333333333,1.0,0.5,6,2,4,0,0,1,1
